$MOVEMENTEVALUATION:SIMRUN,TIMEINT,MOVEMENT,QLEN,QLENMAX,VEHS(ALL),VEHDELAY(ALL),STOPDELAY(ALL),STOPS(ALL),EMISSIONSCO,EMISSIONSNOX,EMISSIONSVOC,FUELCONSUMPTION
227,0-115,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,4.99,12.26,3,7.77,4.55,0.33,1.647,0.320,0.382,0.024
227,0-115,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,33.16,100.43,0,,,,,,,
227,0-115,1-2: Carrera 25@133.6-2: Carrera 25@209.1,33.16,100.43,1,0.00,0.00,0.00,0.286,0.056,0.066,0.004
227,0-115,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,33.16,100.43,5,0.00,0.00,0.00,1.283,0.250,0.297,0.018
227,0-115,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,33.16,100.43,3,0.00,0.00,0.00,0.743,0.145,0.172,0.011
227,0-115,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,10.91,38.54,7,22.15,15.16,0.71,6.621,1.288,1.534,0.095
227,0-115,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,10.91,38.54,19,17.55,12.33,0.53,14.088,2.741,3.265,0.202
227,0-115,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,8.27,17.84,8,31.56,26.57,0.63,8.269,1.609,1.916,0.118
227,0-115,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,6.20,19.58,6,7.91,4.95,0.50,3.527,0.686,0.817,0.050
227,0-115,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,6.20,19.58,4,7.78,1.75,0.50,2.501,0.487,0.580,0.036
227,0-115,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,11.45,44.91,3,14.75,8.14,0.67,2.289,0.445,0.531,0.033
227,0-115,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,11.45,44.91,12,28.78,21.31,0.92,13.705,2.666,3.176,0.196
227,0-115,1-7: Carrera1@36.5-2: Carrera 25@209.1,11.88,25.48,4,58.86,49.72,1.25,6.845,1.332,1.586,0.098
227,0-115,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,2.36,12.95,2,0.00,0.00,0.00,0.547,0.107,0.127,0.008
227,0-115,1,11.15,100.43,77,19.06,14.06,0.57,62.272,12.116,14.432,0.891
227,115-230,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,10.68,32.37,9,45.94,37.02,1.00,12.788,2.488,2.964,0.183
227,115-230,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,64.66,137.49,6,23.06,18.45,0.50,5.073,0.987,1.176,0.073
227,115-230,1-2: Carrera 25@133.6-2: Carrera 25@209.1,64.66,137.49,8,50.51,42.30,0.88,11.284,2.195,2.615,0.161
227,115-230,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,64.66,137.49,15,40.46,31.98,0.87,18.622,3.623,4.316,0.266
227,115-230,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,64.66,137.49,12,37.22,29.95,0.75,13.549,2.636,3.140,0.194
227,115-230,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,22.41,48.97,10,40.19,32.47,0.80,12.561,2.444,2.911,0.180
227,115-230,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,22.41,48.97,21,35.74,28.75,0.71,23.010,4.477,5.333,0.329
227,115-230,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,11.96,32.22,8,42.10,32.59,1.00,11.113,2.162,2.576,0.159
227,115-230,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,22.94,50.59,10,39.71,31.33,0.70,11.294,2.197,2.618,0.162
227,115-230,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,22.94,50.59,5,38.40,30.10,0.80,5.948,1.157,1.378,0.085
227,115-230,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,13.70,30.48,6,42.44,34.74,0.83,7.526,1.464,1.744,0.108
227,115-230,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,13.70,30.48,5,42.51,35.91,0.80,6.229,1.212,1.444,0.089
227,115-230,1-7: Carrera1@36.5-2: Carrera 25@209.1,14.61,44.16,8,36.08,28.33,0.75,9.294,1.808,2.154,0.133
227,115-230,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,8.37,18.16,5,28.79,24.96,0.40,4.397,0.855,1.019,0.063
227,115-230,1,21.16,137.49,128,38.97,31.36,0.78,152.573,29.685,35.360,2.183
227,230-345,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,10.71,18.89,5,51.59,43.47,1.00,7.397,1.439,1.714,0.106
227,230-345,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,39.30,109.79,11,45.02,36.35,0.73,13.988,2.722,3.242,0.200
227,230-345,1-2: Carrera 25@133.6-2: Carrera 25@209.1,39.30,109.79,7,58.17,49.73,0.86,10.596,2.062,2.456,0.152
227,230-345,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,39.30,109.79,9,36.64,28.54,0.67,9.658,1.879,2.238,0.138
227,230-345,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,39.30,109.79,10,44.80,37.08,0.80,12.582,2.448,2.916,0.180
227,230-345,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,23.45,61.13,10,37.10,30.40,0.70,11.554,2.248,2.678,0.165
227,230-345,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,23.45,61.13,20,35.42,26.97,0.80,22.608,4.399,5.240,0.323
227,230-345,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,7.25,19.89,9,26.60,20.59,0.78,9.093,1.769,2.107,0.130
227,230-345,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,37.73,87.60,15,56.33,47.00,1.07,23.191,4.512,5.375,0.332
227,230-345,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,37.73,87.60,11,49.29,39.59,1.00,15.977,3.109,3.703,0.229
227,230-345,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,30.83,70.23,8,51.33,41.76,1.25,12.272,2.388,2.844,0.176
227,230-345,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,30.83,70.23,12,45.38,36.62,1.00,16.815,3.272,3.897,0.241
227,230-345,1-7: Carrera1@36.5-2: Carrera 25@209.1,17.16,44.03,7,46.90,37.76,1.00,9.948,1.936,2.306,0.142
227,230-345,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,13.56,25.38,5,48.20,41.15,0.80,6.655,1.295,1.542,0.095
227,230-345,1,22.50,109.79,139,44.38,36.01,0.88,182.238,35.457,42.235,2.607
227,345-460,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,8.64,25.56,9,42.30,35.49,0.67,10.705,2.083,2.481,0.153
227,345-460,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,38.88,94.65,3,25.75,19.75,0.67,2.826,0.550,0.655,0.040
227,345-460,1-2: Carrera 25@133.6-2: Carrera 25@209.1,38.88,94.65,11,52.41,43.74,1.00,16.598,3.229,3.847,0.237
227,345-460,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,38.88,94.65,2,41.67,32.73,1.00,2.643,0.514,0.612,0.038
227,345-460,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,38.88,94.65,10,27.97,20.25,0.70,9.783,1.903,2.267,0.140
227,345-460,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,30.43,70.66,12,42.29,33.40,1.00,16.591,3.228,3.845,0.237
227,345-460,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,30.43,70.66,24,41.49,33.94,0.92,30.435,5.922,7.054,0.435
227,345-460,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,17.23,44.74,13,41.40,32.78,1.00,17.672,3.438,4.096,0.253
227,345-460,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,17.50,43.40,7,50.56,42.58,1.00,9.882,1.923,2.290,0.141
227,345-460,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,17.50,43.40,7,36.91,31.24,0.71,7.961,1.549,1.845,0.114
227,345-460,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,22.16,56.67,4,36.69,29.24,0.50,3.918,0.762,0.908,0.056
227,345-460,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,22.16,56.67,16,34.56,26.46,0.81,18.448,3.589,4.276,0.264
227,345-460,1-7: Carrera1@36.5-2: Carrera 25@209.1,8.90,18.92,6,32.56,26.73,0.50,5.939,1.156,1.376,0.085
227,345-460,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,18.17,44.22,8,47.43,39.01,0.88,10.860,2.113,2.517,0.155
227,345-460,1,20.24,94.65,132,40.35,32.57,0.85,164.135,31.935,38.040,2.348
227,460-575,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,6.27,18.16,4,40.01,31.85,1.00,5.217,1.015,1.209,0.075
227,460-575,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,42.82,95.65,6,44.96,36.28,0.83,7.801,1.518,1.808,0.112
227,460-575,1-2: Carrera 25@133.6-2: Carrera 25@209.1,42.82,95.65,8,27.64,20.58,0.88,8.780,1.708,2.035,0.126
227,460-575,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,42.82,95.65,11,48.45,40.04,1.18,16.464,3.203,3.816,0.236
227,460-575,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,42.82,95.65,9,41.70,32.97,1.22,12.399,2.412,2.874,0.177
227,460-575,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,22.41,56.49,9,40.91,32.94,0.78,11.205,2.180,2.597,0.160
227,460-575,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,22.41,56.49,19,38.03,29.93,0.84,22.479,4.374,5.210,0.322
227,460-575,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,7.88,20.61,6,40.76,33.76,0.83,7.409,1.441,1.717,0.106
227,460-575,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,24.37,50.47,12,44.11,35.65,0.92,15.660,3.047,3.629,0.224
227,460-575,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,24.37,50.47,5,35.14,27.74,1.00,6.269,1.220,1.453,0.090
227,460-575,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,19.62,51.66,10,31.97,24.20,0.80,10.402,2.024,2.411,0.149
227,460-575,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,19.62,51.66,9,39.06,32.20,0.78,10.797,2.101,2.502,0.154
227,460-575,1-7: Carrera1@36.5-2: Carrera 25@209.1,13.86,46.42,7,40.31,30.70,1.00,9.211,1.792,2.135,0.132
227,460-575,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,24.82,50.87,7,50.36,40.89,1.14,10.752,2.092,2.492,0.154
227,460-575,1,20.26,95.65,122,40.21,32.08,0.93,154.820,30.122,35.881,2.215
227,575-690,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,7.58,25.51,9,32.95,26.36,0.89,10.340,2.012,2.397,0.148
227,575-690,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,47.09,109.51,8,42.15,32.99,1.00,11.131,2.166,2.580,0.159
227,575-690,1-2: Carrera 25@133.6-2: Carrera 25@209.1,47.09,109.51,9,33.60,25.58,0.89,10.542,2.051,2.443,0.151
227,575-690,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,47.09,109.51,10,42.40,34.08,0.90,12.826,2.495,2.972,0.183
227,575-690,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,47.09,109.51,9,39.73,31.93,1.00,11.644,2.266,2.699,0.167
227,575-690,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,20.57,44.76,10,35.70,28.07,0.80,11.804,2.297,2.736,0.169
227,575-690,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,20.57,44.76,19,34.86,27.88,0.68,20.212,3.933,4.684,0.289
227,575-690,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,11.26,24.09,8,48.29,40.96,0.88,11.066,2.153,2.565,0.158
227,575-690,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,26.25,50.79,13,54.93,45.83,1.08,19.950,3.882,4.624,0.285
227,575-690,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,26.25,50.79,2,74.27,65.51,1.50,4.085,0.795,0.947,0.058
227,575-690,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,8.46,25.68,5,49.12,41.21,1.20,7.512,1.462,1.741,0.107
227,575-690,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,8.46,25.68,3,8.93,6.00,0.33,1.681,0.327,0.390,0.024
227,575-690,1-7: Carrera1@36.5-2: Carrera 25@209.1,9.13,25.56,6,30.78,24.51,0.67,6.198,1.206,1.436,0.089
227,575-690,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,22.60,56.65,11,48.07,40.63,0.82,14.683,2.857,3.403,0.210
227,575-690,1,19.12,109.51,122,40.75,33.13,0.88,153.394,29.845,35.551,2.194
227,690-805,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,7.80,19.13,6,26.95,19.53,0.83,6.484,1.262,1.503,0.093
227,690-805,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,58.02,139.42,11,33.62,27.08,0.64,11.542,2.246,2.675,0.165
227,690-805,1-2: Carrera 25@133.6-2: Carrera 25@209.1,58.02,139.42,11,27.38,21.09,0.64,10.804,2.102,2.504,0.155
227,690-805,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,58.02,139.42,9,39.51,31.12,1.11,12.072,2.349,2.798,0.173
227,690-805,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,58.02,139.42,10,42.47,33.30,1.00,13.412,2.610,3.108,0.192
227,690-805,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,20.34,50.75,9,34.70,27.79,0.67,9.871,1.921,2.288,0.141
227,690-805,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,20.34,50.75,17,36.02,28.49,0.76,18.884,3.674,4.377,0.270
227,690-805,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,7.80,13.37,5,40.85,33.96,0.80,6.213,1.209,1.440,0.089
227,690-805,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,28.69,63.44,15,56.47,47.68,1.00,22.775,4.431,5.278,0.326
227,690-805,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,28.69,63.44,6,33.76,24.24,1.00,7.374,1.435,1.709,0.105
227,690-805,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,10.59,24.39,5,31.21,24.06,0.80,5.225,1.017,1.211,0.075
227,690-805,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,10.59,24.39,3,65.41,56.02,1.00,5.212,1.014,1.208,0.075
227,690-805,1-7: Carrera1@36.5-2: Carrera 25@209.1,7.76,18.60,5,33.82,28.03,0.60,5.295,1.030,1.227,0.076
227,690-805,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,14.88,38.52,5,40.08,31.39,1.00,6.432,1.251,1.491,0.092
227,690-805,1,19.48,139.42,117,38.58,30.86,0.84,141.356,27.503,32.761,2.022
227,805-920,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,10.55,33.49,12,31.77,24.23,0.83,13.609,2.648,3.154,0.195
227,805-920,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,38.07,88.17,11,42.94,34.81,0.91,14.450,2.812,3.349,0.207
227,805-920,1-2: Carrera 25@133.6-2: Carrera 25@209.1,38.07,88.17,8,43.23,35.11,0.88,10.628,2.068,2.463,0.152
227,805-920,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,38.07,88.17,7,34.79,27.62,0.71,7.628,1.484,1.768,0.109
227,805-920,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,38.07,88.17,7,31.54,25.44,0.57,6.753,1.314,1.565,0.097
227,805-920,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,39.38,82.28,12,49.25,40.09,1.00,17.357,3.377,4.023,0.248
227,805-920,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,39.38,82.28,26,46.68,37.90,0.88,34.638,6.739,8.028,0.496
227,805-920,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,8.82,19.34,9,32.10,26.10,0.67,9.532,1.855,2.209,0.136
227,805-920,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,22.86,55.56,16,38.20,30.10,0.88,19.011,3.699,4.406,0.272
227,805-920,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,22.86,55.56,4,29.12,22.68,0.75,4.105,0.799,0.951,0.059
227,805-920,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,23.19,56.59,8,61.89,53.27,1.38,14.241,2.771,3.301,0.204
227,805-920,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,23.19,56.59,10,29.52,21.73,0.80,10.960,2.133,2.540,0.157
227,805-920,1-7: Carrera1@36.5-2: Carrera 25@209.1,14.84,37.51,7,40.00,33.17,0.71,8.210,1.597,1.903,0.117
227,805-920,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,30.05,57.02,10,42.54,34.72,0.80,12.558,2.443,2.911,0.180
227,805-920,1,23.47,88.17,147,40.68,32.81,0.86,183.601,35.722,42.551,2.627
227,920-1035,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,4.05,12.44,4,22.97,18.57,0.50,3.372,0.656,0.781,0.048
227,920-1035,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,27.08,78.88,7,34.90,29.78,0.57,7.340,1.428,1.701,0.105
227,920-1035,1-2: Carrera 25@133.6-2: Carrera 25@209.1,27.08,78.88,6,31.50,22.87,0.83,6.809,1.325,1.578,0.097
227,920-1035,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,27.08,78.88,9,45.09,36.35,0.89,12.065,2.347,2.796,0.173
227,920-1035,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,27.08,78.88,6,54.06,45.75,1.17,9.209,1.792,2.134,0.132
227,920-1035,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,38.39,87.83,12,49.50,40.94,1.00,17.773,3.458,4.119,0.254
227,920-1035,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,38.39,87.83,27,45.90,37.19,0.96,36.480,7.098,8.455,0.522
227,920-1035,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,13.54,31.63,10,43.31,35.36,0.90,13.107,2.550,3.038,0.188
227,920-1035,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,23.02,56.17,9,34.59,25.73,1.00,10.653,2.073,2.469,0.152
227,920-1035,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,23.02,56.17,9,49.66,41.72,0.78,12.099,2.354,2.804,0.173
227,920-1035,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,27.65,55.82,12,46.69,39.51,0.92,15.690,3.053,3.636,0.224
227,920-1035,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,27.65,55.82,10,37.41,31.31,0.60,10.912,2.123,2.529,0.156
227,920-1035,1-7: Carrera1@36.5-2: Carrera 25@209.1,9.49,45.11,8,22.17,14.88,1.00,8.311,1.617,1.926,0.119
227,920-1035,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,18.85,43.14,8,66.57,59.23,0.88,12.953,2.520,3.002,0.185
227,920-1035,1,20.26,87.83,137,43.24,35.46,0.88,176.747,34.389,40.963,2.529
227,1035-1150,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,6.80,12.93,5,47.46,39.78,0.80,6.653,1.294,1.542,0.095
227,1035-1150,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,26.00,84.64,9,19.44,13.51,0.44,6.895,1.342,1.598,0.099
227,1035-1150,1-2: Carrera 25@133.6-2: Carrera 25@209.1,26.00,84.64,12,21.65,16.71,0.42,9.504,1.849,2.203,0.136
227,1035-1150,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,26.00,84.64,9,17.76,11.72,0.56,6.917,1.346,1.603,0.099
227,1035-1150,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,26.00,84.64,9,29.32,22.45,0.56,8.234,1.602,1.908,0.118
227,1035-1150,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,23.90,63.27,9,38.78,30.33,0.78,10.732,2.088,2.487,0.154
227,1035-1150,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,23.90,63.27,22,34.43,26.81,0.68,23.147,4.504,5.365,0.331
227,1035-1150,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,7.04,12.91,5,31.91,27.54,0.60,4.989,0.971,1.156,0.071
227,1035-1150,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,15.52,42.84,9,27.32,21.14,0.56,7.971,1.551,1.847,0.114
227,1035-1150,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,15.52,42.84,10,42.92,35.20,0.70,12.112,2.357,2.807,0.173
227,1035-1150,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,23.62,51.17,11,44.09,36.92,0.82,13.686,2.663,3.172,0.196
227,1035-1150,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,23.62,51.17,9,34.77,28.56,0.78,10.264,1.997,2.379,0.147
227,1035-1150,1-7: Carrera1@36.5-2: Carrera 25@209.1,17.70,51.27,9,38.01,29.96,1.00,11.582,2.254,2.684,0.166
227,1035-1150,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,7.77,25.74,5,33.36,26.23,0.80,5.632,1.096,1.305,0.081
227,1035-1150,1,16.04,84.64,133,32.66,25.83,0.67,138.164,26.882,32.021,1.977
227,1150-1265,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,6.02,18.53,9,37.39,31.46,0.67,10.235,1.991,2.372,0.146
227,1150-1265,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,28.32,62.85,3,24.23,18.09,0.67,2.814,0.548,0.652,0.040
227,1150-1265,1-2: Carrera 25@133.6-2: Carrera 25@209.1,28.32,62.85,7,26.13,19.76,0.57,6.540,1.272,1.516,0.094
227,1150-1265,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,28.32,62.85,7,25.67,17.04,0.71,6.662,1.296,1.544,0.095
227,1150-1265,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,28.32,62.85,10,35.40,29.66,0.60,10.239,1.992,2.373,0.146
227,1150-1265,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,20.11,52.76,10,33.55,25.41,0.80,11.460,2.230,2.656,0.164
227,1150-1265,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,20.11,52.76,25,24.85,19.75,0.52,20.988,4.084,4.864,0.300
227,1150-1265,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,13.38,31.82,14,32.84,25.78,0.71,15.369,2.990,3.562,0.220
227,1150-1265,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,20.09,52.68,16,25.92,19.50,0.81,15.648,3.044,3.627,0.224
227,1150-1265,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,20.09,52.68,5,40.14,31.27,1.00,6.562,1.277,1.521,0.094
227,1150-1265,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,8.67,24.34,5,13.48,9.25,0.20,2.585,0.503,0.599,0.037
227,1150-1265,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,8.67,24.34,6,36.98,30.04,0.83,7.320,1.424,1.696,0.105
227,1150-1265,1-7: Carrera1@36.5-2: Carrera 25@209.1,24.45,44.52,8,58.07,49.51,0.88,12.376,2.408,2.868,0.177
227,1150-1265,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,6.08,19.11,4,30.49,23.31,0.75,4.228,0.823,0.980,0.060
227,1150-1265,1,15.89,62.85,129,31.27,24.69,0.68,132.889,25.855,30.798,1.901
227,1265-1380,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,4.55,19.92,1,0.00,0.00,0.00,0.293,0.057,0.068,0.004
227,1265-1380,1-2: Carrera 25@133.6-1: Panamericana N-S@290.3,28.94,83.84,12,32.97,26.45,0.83,13.755,2.676,3.188,0.197
227,1265-1380,1-2: Carrera 25@133.6-2: Carrera 25@209.1,28.94,83.84,2,51.71,42.81,1.00,3.117,0.606,0.722,0.045
227,1265-1380,1-2: Carrera 25@133.6-4: Panamericana S-N@229.2,28.94,83.84,12,32.98,24.62,0.83,13.390,2.605,3.103,0.192
227,1265-1380,1-2: Carrera 25@133.6-6: Panamericana S-N paralela@165.6,28.94,83.84,6,23.69,17.38,0.50,4.956,0.964,1.149,0.071
227,1265-1380,1-3: Avenida Mijitayo@134.1-3: Avenida Mijitayo@209.2,19.10,57.85,10,31.84,24.89,0.70,10.786,2.099,2.500,0.154
227,1265-1380,1-3: Avenida Mijitayo@134.1-10007: Av Mijitayo-Panamericana  N-S Paralela@41.6,19.10,57.85,19,29.32,22.57,0.74,19.230,3.741,4.457,0.275
227,1265-1380,1-4: Panamericana S-N@161.8-4: Panamericana S-N@229.2,19.86,42.90,16,41.90,34.16,0.75,19.793,3.851,4.587,0.283
227,1265-1380,1-5: Panamericana N-S Paralela@127.9-2: Carrera 25@209.1,22.02,43.80,11,35.18,29.82,0.55,10.892,2.119,2.524,0.156
227,1265-1380,1-5: Panamericana N-S Paralela@127.9-5: Panamericana N-S Paralela@195.4,22.02,43.80,5,53.76,46.30,0.80,7.119,1.385,1.650,0.102
227,1265-1380,1-6: Panamericana S-N paralela@98.1-3: Avenida Mijitayo@209.2,17.28,36.66,5,60.87,54.61,0.80,7.301,1.421,1.692,0.104
227,1265-1380,1-6: Panamericana S-N paralela@98.1-6: Panamericana S-N paralela@165.6,17.28,36.66,9,30.75,23.60,0.67,9.322,1.814,2.161,0.133
227,1265-1380,1-7: Carrera1@36.5-2: Carrera 25@209.1,32.55,91.29,9,48.84,39.79,1.11,13.442,2.615,3.115,0.192
227,1265-1380,1-8: Carrera1@32.1-3: Avenida Mijitayo@209.2,7.45,18.15,4,44.47,37.65,0.75,5.048,0.982,1.170,0.072
227,1265-1380,1,18.97,91.29,121,36.67,29.59,0.75,138.443,26.936,32.085,1.981
227,1380-1495,1-1: Panamericana N-S@222.8-1: Panamericana N-S@290.3,10.20,25.26,9,47.20,40.57,0.78,11.852,2.306,2.747,0.170
